X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL,Primary.Street,Cross.Street,Extra.Street,Primary.Street.Upper,Cross.Street.Upper
-118.2670842,34.12684526,6537,14527,34.12684036,-118.267072,BRUNSWICK AVE at VESELICH AVE,Location: BRUNSWICK AVE at VESELICH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6537,BRUNSWICK AVE,VESELICH AVE,,BRUNSWICK AVE,VESELICH AVE
-118.3337933,33.98059609,6538,708,33.98059121,-118.3337812,BRYNHURST AVE at HYDE PARK BLVD,Location: BRYNHURST AVE at HYDE PARK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6538,BRYNHURST AVE,HYDE PARK BLVD,,BRYNHURST AVE,HYDE PARK BLVD
-118.3517987,33.98797268,6539,291,33.9879678,-118.3517865,58TH PL at BUCKLER AVE,Location: 58TH PL at BUCKLER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6539,58TH PL,BUCKLER AVE,,58TH PL,BUCKLER AVE
-118.296204,33.97460209,6540,826,33.97459721,-118.2961918,BUDLONG AVE at FLORENCE AVE,Location: BUDLONG AVE at FLORENCE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6540,BUDLONG AVE,FLORENCE AVE,,BUDLONG AVE,FLORENCE AVE
-118.4241916,34.0575686,6541,44228,34.05756372,-118.4241794,BEVERLY GLEN BLVD at SANTA MONICA BLVD,Location: BEVERLY GLEN BLVD at SANTA MONICA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6541,BEVERLY GLEN BLVD,SANTA MONICA BLVD,,BEVERLY GLEN BLVD,SANTA MONICA BLVD
-118.518519,34.1796526,6542,47698,34.17964771,-118.5185068,BULLOCK ST at WHITE OAK AVE,Location: BULLOCK ST at WHITE OAK AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6542,BULLOCK ST,WHITE OAK AVE,,BULLOCK ST,WHITE OAK AVE
-118.4761247,34.05593553,6543,14007,34.05593065,-118.4761125,BUNDY DR at KENTER AVE,Location: BUNDY DR at KENTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6543,BUNDY DR,KENTER AVE,,BUNDY DR,KENTER AVE
-118.4745394,34.05197647,6544,47006,34.05197159,-118.4745272,BUNDY DR at SAN VICENTE BLVD,Location: BUNDY DR at SAN VICENTE BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6544,BUNDY DR,SAN VICENTE BLVD,,BUNDY DR,SAN VICENTE BLVD
-118.4756175,34.0591964,6545,13976,34.05919152,-118.4756053,BUNDY DR at SALTAIR AVE,Location: BUNDY DR at SALTAIR AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6545,BUNDY DR,SALTAIR AVE,,BUNDY DR,SALTAIR AVE
-118.4497229,34.02879924,6546,57978,34.02879436,-118.4497108,BUNDY DR at SANTA MONICA FRWY,Location: BUNDY DR at SANTA MONICA FRWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6546,BUNDY DR,SANTA MONICA FRWY,,BUNDY DR,SANTA MONICA FRWY
-118.4151792,34.04723612,6547,,34.04723124,-118.4151671,KERWOOD AV AND RANCHO PARK GOLF COURSE DRIVEWAY,Location: KERWOOD AV AND RANCHO PARK GOLF COURSE DRIVEWAY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6547,KERWOOD AV,RANCHO PARK GOLF COURSE DRIVEWAY,,KERWOOD AV,RANCHO PARK GOLF COURSE DRIVEWAY
-118.2975003,33.78212157,6548,,33.78211671,-118.2974881,ANAHEIM ST at VERMONT AVE,Location: ANAHEIM ST at VERMONT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6548,ANAHEIM ST,VERMONT AVE,,ANAHEIM ST,VERMONT AVE
-118.2754678,33.77927067,6549,3744,33.77926581,-118.2754557,KING AVE at ANAHEIM ST,Location: KING AVE at ANAHEIM ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6549,KING AVE,ANAHEIM ST,,KING AVE,ANAHEIM ST
-118.2722683,33.77944506,6550,3490,33.7794402,-118.2722562,ANAHEIM ST at RONAN AVE,Location: ANAHEIM ST at RONAN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6550,ANAHEIM ST,RONAN AVE,,ANAHEIM ST,RONAN AVE
-118.3552199,34.07065998,6551,51070,34.07065509,-118.3552078,3RD ST at BURNSIDE AVE,Location: 3RD ST at BURNSIDE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6551,3RD ST,BURNSIDE AVE,,3RD ST,BURNSIDE AVE
-118.35008,34.06063498,6552,6841,34.0606301,-118.3500678,BURNSIDE AVE at 8TH ST,Location: BURNSIDE AVE at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6552,BURNSIDE AVE,8TH ST,,BURNSIDE AVE,8TH ST
-118.3822446,34.17215852,6553,25066,34.17215362,-118.3822325,CAMELLIA AVE at BURBANK BLVD,Location: CAMELLIA AVE at BURBANK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6553,CAMELLIA AVE,BURBANK BLVD,,CAMELLIA AVE,BURBANK BLVD
-118.265342,34.06784619,6554,19472,34.0678413,-118.2653299,BURLINGTON AVE at COURT ST,Location: BURLINGTON AVE at COURT ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6554,BURLINGTON AVE,COURT ST,,BURLINGTON AVE,COURT ST
-118.5881952,34.17197452,6555,23279,34.17196964,-118.588183,BURBANK BLVD at DE SOTO AVE,Location: BURBANK BLVD at DE SOTO AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6555,BURBANK BLVD,DE SOTO AVE,,BURBANK BLVD,DE SOTO AVE
-118.5054718,34.17223924,6556,29571,34.17223435,-118.5054596,BURBANK BLVD at EDWARD EVERETT HORTON LANE,Location: BURBANK BLVD at EDWARD EVERETT HORTON LANE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6556,BURBANK BLVD,EDWARD EVERETT HORTON LANE,,BURBANK BLVD,EDWARD EVERETT HORTON LANE
-118.3763031,34.17216167,6557,25060,34.17215677,-118.376291,BURBANK BLVD at ELMER AVE,Location: BURBANK BLVD at ELMER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6557,BURBANK BLVD,ELMER AVE,,BURBANK BLVD,ELMER AVE
-118.3747146,34.22021104,6558,26671,34.22020614,-118.3747025,FAIR AVE at BURTON ST,Location: FAIR AVE at BURTON ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6558,FAIR AVE,BURTON ST,,FAIR AVE,BURTON ST
-118.1867746,34.12671956,6559,15205,34.12671466,-118.1867625,FIGUEROA ST at BURWOOD AVE,Location: FIGUEROA ST at BURWOOD AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6559,FIGUEROA ST,BURWOOD AVE,,FIGUEROA ST,BURWOOD AVE
-118.3730285,34.17216203,6560,25309,34.17215713,-118.3730163,BURBANK BLVD at FULCHER AVE,Location: BURBANK BLVD at FULCHER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6560,BURBANK BLVD,FULCHER AVE,,BURBANK BLVD,FULCHER AVE
-118.3932384,34.17214847,6561,27868,34.17214358,-118.3932262,BURBANK BLVD at GENTRY AVE,Location: BURBANK BLVD at GENTRY AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6561,BURBANK BLVD,GENTRY AVE,,BURBANK BLVD,GENTRY AVE
-118.4629081,34.17574187,6562,30119,34.17573698,-118.462896,HATTERAS ST at BURNET AVE,Location: HATTERAS ST at BURNET AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6562,HATTERAS ST,BURNET AVE,,HATTERAS ST,BURNET AVE
-118.4630064,34.25915051,6563,34671,34.25914561,-118.4629942,BURNET AVE at HIAWATHA ST,Location: BURNET AVE at HIAWATHA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6563,BURNET AVE,HIAWATHA ST,,BURNET AVE,HIAWATHA ST
-118.4635826,34.21787474,6564,32264,34.21786984,-118.4635704,BURNET AVE at LANARK ST,Location: BURNET AVE at LANARK ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6564,BURNET AVE,LANARK ST,,BURNET AVE,LANARK ST
-118.1814298,34.1035172,6565,16855,34.1035123,-118.1814176,VIA MARISOL at LOMITAS DR,Location: VIA MARISOL at LOMITAS DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6565,VIA MARISOL,LOMITAS DR,,VIA MARISOL,LOMITAS DR
-118.3179933,33.74579987,6566,50155,33.74579502,-118.3179812,ENROSE AVE at VIA COLINITA,Location: ENROSE AVE at VIA COLINITA,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6566,ENROSE AVE,VIA COLINITA,,ENROSE AVE,VIA COLINITA
-118.3045277,33.75598748,6567,18088,33.75598263,-118.3045155,CAPITOL DR at VIA SEBASTIAN,Location: CAPITOL DR at VIA SEBASTIAN,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6567,CAPITOL DR,VIA SEBASTIAN,,CAPITOL DR,VIA SEBASTIAN
-118.4443336,34.05378873,6568,16991,34.05378385,-118.4443214,WILKINS AVE at VETERAN AVE,Location: WILKINS AVE at VETERAN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6568,WILKINS AVE,VETERAN AVE,,WILKINS AVE,VETERAN AVE
-118.462906,34.17304843,6569,30132,34.17304354,-118.4628938,MARTHA ST at BURNET AVE,Location: MARTHA ST at BURNET AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6569,MARTHA ST,BURNET AVE,,MARTHA ST,BURNET AVE
-118.4904844,34.05436554,6570,14393,34.05436066,-118.4904722,BURLINGAME AVE at MARLBORO ST,Location: BURLINGAME AVE at MARLBORO ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6570,BURLINGAME AVE,MARLBORO ST,,BURLINGAME AVE,MARLBORO ST
-118.50006,34.17221866,6571,29573,34.17221377,-118.5000479,BURBANK BLVD at MCLENNAN AVE,Location: BURBANK BLVD at MCLENNAN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6571,BURBANK BLVD,MCLENNAN AVE,,BURBANK BLVD,MCLENNAN AVE
-118.4632351,34.23550321,6572,33856,34.23549831,-118.4632229,NORDHOFF ST at BURNET AVE,Location: NORDHOFF ST at BURNET AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6572,NORDHOFF ST,BURNET AVE,,NORDHOFF ST,BURNET AVE
-118.3513878,34.05734359,6573,6855,34.05733871,-118.3513756,BURNSIDE AVE at OLYMPIC BLVD,Location: BURNSIDE AVE at OLYMPIC BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6573,BURNSIDE AVE,OLYMPIC BLVD,,BURNSIDE AVE,OLYMPIC BLVD
-118.4631655,34.24275804,6574,33786,34.24275314,-118.4631533,BURNET AVE at PLUMMER ST,Location: BURNET AVE at PLUMMER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6574,BURNET AVE,PLUMMER ST,,BURNET AVE,PLUMMER ST
-118.403129,34.17214053,6575,24395,34.17213564,-118.4031168,RHODES AVE at BURBANK BLVD,Location: RHODES AVE at BURBANK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6575,RHODES AVE,BURBANK BLVD,,RHODES AVE,BURBANK BLVD
-118.3593852,34.17216512,6576,25067,34.17216022,-118.359373,STROHM AVE at BURBANK BLVD,Location: STROHM AVE at BURBANK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6576,STROHM AVE,BURBANK BLVD,,STROHM AVE,BURBANK BLVD
-118.3866403,34.17215469,6577,25075,34.17214979,-118.3866281,BURBANK BLVD at TROOST AVE,Location: BURBANK BLVD at TROOST AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6577,BURBANK BLVD,TROOST AVE,,BURBANK BLVD,TROOST AVE
-118.6070448,34.17195849,6578,58147,34.17195361,-118.6070326,BURBANK BLVD at VENTURA FRWY,Location: BURBANK BLVD at VENTURA FRWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6578,BURBANK BLVD,VENTURA FRWY,,BURBANK BLVD,VENTURA FRWY
-118.5220437,34.17222058,6579,29566,34.17221569,-118.5220315,BURBANK BLVD at ZELZAH AVE,Location: BURBANK BLVD at ZELZAH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6579,BURBANK BLVD,ZELZAH AVE,,BURBANK BLVD,ZELZAH AVE
-118.425204,34.01357041,6580,12049,34.01356553,-118.4251918,CHARNOCK ROAD at BUTLER AVE,Location: CHARNOCK ROAD at BUTLER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6580,CHARNOCK ROAD,BUTLER AVE,,CHARNOCK ROAD,BUTLER AVE
-118.4490641,34.04221006,6581,14422,34.04220518,-118.4490519,NEBRASKA AVE at BUTLER AVE,Location: NEBRASKA AVE at BUTLER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6581,NEBRASKA AVE,BUTLER AVE,,NEBRASKA AVE,BUTLER AVE
-118.4529058,34.04666388,6582,14133,34.046659,-118.4528936,OHIO AVE at BUTLER AVE,Location: OHIO AVE at BUTLER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6582,OHIO AVE,BUTLER AVE,,OHIO AVE,BUTLER AVE
-118.4440858,34.03650804,6583,17262,34.03650316,-118.4440737,BUTLER AVE at OLYMPIC BLVD,Location: BUTLER AVE at OLYMPIC BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6583,BUTLER AVE,OLYMPIC BLVD,,BUTLER AVE,OLYMPIC BLVD
-118.4428059,34.03502368,6584,17306,34.0350188,-118.4427937,TENNESSEE AVE at BUTLER AVE,Location: TENNESSEE AVE at BUTLER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6584,TENNESSEE AVE,BUTLER AVE,,TENNESSEE AVE,BUTLER AVE
-118.3142168,34.07113809,6585,18886,34.0711332,-118.3142046,WILTON DR at 2ND ST,Location: WILTON DR at 2ND ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6585,WILTON DR,2ND ST,,WILTON DR,2ND ST
-118.3170551,33.73851782,6586,18123,33.73851297,-118.317043,BYNNER DR at MILAN PL,Location: BYNNER DR at MILAN PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6586,BYNNER DR,MILAN PL,,BYNNER DR,MILAN PL
-118.2945239,33.74240971,6587,18106,33.74240486,-118.2945118,CABRILLO AVE at 2ND ST,Location: CABRILLO AVE at 2ND ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6587,CABRILLO AVE,2ND ST,,CABRILLO AVE,2ND ST
-118.4481644,34.01366784,6588,11382,34.01366297,-118.4481523,DEWEY ST at CABRILLO BLVD,Location: DEWEY ST at CABRILLO BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6588,DEWEY ST,CABRILLO BLVD,,DEWEY ST,CABRILLO BLVD
-118.2688409,34.24826106,6589,34501,34.24825615,-118.2688288,CABANAS AVE at REID ST,Location: CABANAS AVE at REID ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6589,CABANAS AVE,REID ST,,CABANAS AVE,REID ST
-118.3423883,34.21189034,6590,26547,34.21188544,-118.3423761,CABRINI DR at SCOTT ROAD,Location: CABRINI DR at SCOTT ROAD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6590,CABRINI DR,SCOTT ROAD,,CABRINI DR,SCOTT ROAD
-118.3791444,34.03877663,6591,6732,34.03877175,-118.3791323,CADILLAC AVE at GARTH AVE,Location: CADILLAC AVE at GARTH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6591,CADILLAC AVE,GARTH AVE,,CADILLAC AVE,GARTH AVE
-118.387631,34.04111081,6592,6713,34.04110593,-118.3876188,ROBERTSON BLVD at CADILLAC AVE,Location: ROBERTSON BLVD at CADILLAC AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6592,ROBERTSON BLVD,CADILLAC AVE,,ROBERTSON BLVD,CADILLAC AVE
-118.3829636,34.0398271,6593,6723,34.03982222,-118.3829515,SHERBOURNE DR at CADILLAC AVE,Location: SHERBOURNE DR at CADILLAC AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6593,SHERBOURNE DR,CADILLAC AVE,,SHERBOURNE DR,CADILLAC AVE
-118.3760413,34.03609332,6594,57962,34.03608844,-118.3760292,SANTA MONICA FRWY at SOUTH VENICE BLVD,Location: SANTA MONICA FRWY at SOUTH VENICE BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6594,SANTA MONICA FRWY,SOUTH VENICE BLVD,,SANTA MONICA FRWY,SOUTH VENICE BLVD
-118.3738657,34.0373271,6595,7065,34.03732222,-118.3738535,CADILLAC AVE at VENICE BLVD,Location: CADILLAC AVE at VENICE BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6595,CADILLAC AVE,VENICE BLVD,,CADILLAC AVE,VENICE BLVD
-118.3346435,34.11150358,6596,57789,34.11149869,-118.3346314,CAHUENGA BLVD at HOLLYWOOD FRWY,Location: CAHUENGA BLVD at HOLLYWOOD FRWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6596,CAHUENGA BLVD,HOLLYWOOD FRWY,,CAHUENGA BLVD,HOLLYWOOD FRWY
-118.3287947,34.08348206,6597,18439,34.08347717,-118.3287825,MELROSE AVE at CAHUENGA BLVD,Location: MELROSE AVE at CAHUENGA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6597,MELROSE AVE,CAHUENGA BLVD,,MELROSE AVE,CAHUENGA BLVD
-118.4331489,34.04079738,6598,17160,34.0407925,-118.4331367,VETERAN AVE at TENNESSEE AVE,Location: VETERAN AVE at TENNESSEE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6598,VETERAN AVE,TENNESSEE AVE,,VETERAN AVE,TENNESSEE AVE
-118.3378995,34.11645549,6600,,34.1164506,-118.3378873,CAHUENGA BL AT PILGRIMMAGE BRIDGE,Location: CAHUENGA BL AT PILGRIMMAGE BRIDGE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6600,CAHUENGA BL,PILGRIMMAGE BRIDGE,,CAHUENGA BL,PILGRIMMAGE BRIDGE
-118.3611271,34.13493393,6601,27422,34.13492904,-118.3611149,REGAL PL at CAHUENGA BLVD WEST,Location: REGAL PL at CAHUENGA BLVD WEST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6601,REGAL PL,CAHUENGA BLVD WEST,,REGAL PL,CAHUENGA BLVD WEST
-118.328811,34.08892837,6602,18313,34.08892348,-118.3287988,ROMAINE ST at CAHUENGA BLVD,Location: ROMAINE ST at CAHUENGA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6602,ROMAINE ST,CAHUENGA BLVD,,ROMAINE ST,CAHUENGA BLVD
-118.3294396,34.07894267,6603,18544,34.07893778,-118.3294275,ROSEWOOD AVE at CAHUENGA BLVD,Location: ROSEWOOD AVE at CAHUENGA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6603,ROSEWOOD AVE,CAHUENGA BLVD,,ROSEWOOD AVE,CAHUENGA BLVD
-118.3615051,34.15402376,6604,27255,34.15401887,-118.3614929,CAHUENGA BLVD at SARAH ST,Location: CAHUENGA BLVD at SARAH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6604,CAHUENGA BLVD,SARAH ST,,CAHUENGA BLVD,SARAH ST
-118.4555032,34.07585511,6605,12737,34.07585023,-118.455491,VETERAN AVE at SUNSET BLVD,Location: VETERAN AVE at SUNSET BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6605,VETERAN AVE,SUNSET BLVD,,VETERAN AVE,SUNSET BLVD
-118.4531384,34.06400247,6606,12672,34.06399759,-118.4531262,VETERAN AVE at STRATHMORE DR,Location: VETERAN AVE at STRATHMORE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6606,VETERAN AVE,STRATHMORE DR,,VETERAN AVE,STRATHMORE DR
-118.3614757,34.14885656,6607,27326,34.14885167,-118.3614635,CAHUENGA BLVD at WOODBRIDGE ST,Location: CAHUENGA BLVD at WOODBRIDGE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6607,CAHUENGA BLVD,WOODBRIDGE ST,,CAHUENGA BLVD,WOODBRIDGE ST
-118.439952,34.04868672,6608,17582,34.04868184,-118.4399398,VETERAN AVE at SANTA MONICA BLVD,Location: VETERAN AVE at SANTA MONICA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6608,VETERAN AVE,SANTA MONICA BLVD,,VETERAN AVE,SANTA MONICA BLVD
-118.6307137,34.15899504,6609,26754,34.15899016,-118.6307015,DESERET DR at CALABASH ST,Location: DESERET DR at CALABASH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6609,DESERET DR,CALABASH ST,,DESERET DR,CALABASH ST
-118.3712757,34.18124319,6610,24964,34.18123829,-118.3712636,ENSIGN AVE at CALVERT ST,Location: ENSIGN AVE at CALVERT ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6610,ENSIGN AVE,CALVERT ST,,ENSIGN AVE,CALVERT ST
-118.4970404,34.13767664,6611,28283,34.13767175,-118.4970282,HAYVENHURST AVE at ENCINO HILLS DR,Location: HAYVENHURST AVE at ENCINO HILLS DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6611,HAYVENHURST AVE,ENCINO HILLS DR,,HAYVENHURST AVE,ENCINO HILLS DR
-118.4399882,34.17756801,6612,24261,34.17756312,-118.439976,CALIFA ST at HAZELTINE AVE,Location: CALIFA ST at HAZELTINE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6612,CALIFA ST,HAZELTINE AVE,,CALIFA ST,HAZELTINE AVE
-118.4008893,34.1812241,6613,24215,34.1812192,-118.4008771,LAURELGROVE AVE at CALVERT ST,Location: LAURELGROVE AVE at CALVERT ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6613,LAURELGROVE AVE,CALVERT ST,,LAURELGROVE AVE,CALVERT ST
-118.4620788,33.99636309,6614,44239,33.99635822,-118.4620667,CALIFORNIA AVE at LINDEN AVE,Location: CALIFORNIA AVE at LINDEN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6614,CALIFORNIA AVE,LINDEN AVE,,CALIFORNIA AVE,LINDEN AVE
-118.5273009,34.18184351,6615,29737,34.18183862,-118.5272887,CALVERT ST at LINDLEY AVE,Location: CALVERT ST at LINDLEY AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6615,CALVERT ST,LINDLEY AVE,,CALVERT ST,LINDLEY AVE
-118.3899707,34.1812325,6616,25249,34.1812276,-118.3899585,CALVERT ST at MORELLA AVE,Location: CALVERT ST at MORELLA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6616,CALVERT ST,MORELLA AVE,,CALVERT ST,MORELLA AVE
-118.4356256,34.18213582,6617,24204,34.18213093,-118.4356134,CALVERT ST at RANCHITO AVE,Location: CALVERT ST at RANCHITO AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6617,CALVERT ST,RANCHITO AVE,,CALVERT ST,RANCHITO AVE
-118.5341336,34.28521396,6618,38550,34.28520906,-118.5341214,CHIMINEAS AVE at CALLE VISTA CIR,Location: CHIMINEAS AVE at CALLE VISTA CIR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6618,CHIMINEAS AVE,CALLE VISTA CIR,,CHIMINEAS AVE,CALLE VISTA CIR
-118.388876,34.17759992,6619,25274,34.17759502,-118.3888638,CALIFA ST at CARPENTER AVE,Location: CALIFA ST at CARPENTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6619,CALIFA ST,CARPENTER AVE,,CALIFA ST,CARPENTER AVE
-118.3998174,34.1812243,6620,24216,34.1812194,-118.3998053,CALVERT ST at ST CLAIR AVE,Location: CALVERT ST at ST CLAIR AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6620,CALVERT ST,ST CLAIR AVE,,CALVERT ST,ST CLAIR AVE
-118.5534932,34.18233437,6621,22894,34.18232948,-118.553481,CALVERT ST at TAMPA AVE,Location: CALVERT ST at TAMPA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6621,CALVERT ST,TAMPA AVE,,CALVERT ST,TAMPA AVE
-118.6021162,34.16838713,6622,23003,34.16838225,-118.602104,VENTURA BLVD at CALATRANA DR,Location: VENTURA BLVD at CALATRANA DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6622,VENTURA BLVD,CALATRANA DR,,VENTURA BLVD,CALATRANA DR
-118.3703113,34.17760895,6623,25011,34.17760405,-118.3702991,VINELAND AVE at CALIFA ST,Location: VINELAND AVE at CALIFA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6623,VINELAND AVE,CALIFA ST,,VINELAND AVE,CALIFA ST
-118.2063757,34.03820352,6624,9399,34.03819863,-118.2063636,4TH ST at CAMULOS ST,Location: 4TH ST at CAMULOS ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6624,4TH ST,CAMULOS ST,,4TH ST,CAMULOS ST
-118.436845,34.04508381,6625,17120,34.04507893,-118.4368329,LA GRANGE AVE at VETERAN AVE,Location: LA GRANGE AVE at VETERAN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=6625,LA GRANGE AVE,VETERAN AVE,,LA GRANGE AVE,VETERAN AVE
